monthly_charge,city,longitude,latitude,zip_code,number_of_referrals,age,tenure_in_months,total_long_distance_charges,total_revenue,avg_monthly_long_distance_charges,total_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,engagement_score,num_addon_services,offer,total_extra_data_charges,paperless_billing,total_refunds,multiple_lines,customer_status
80.6,Upper Lake,-122.907693,39.220368,95485,5,37,70,3066.7,8526.9,43,5460.2,17.0,Two Year,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,0
84.4,Esparto,-122.127193,38.834469,95627,0,41,54,1655.64,6139.69,30,4484.05,18.0,One Year,0,Bank Withdrawal,4,3,Offer B,0,No,0.0,No,0
68.1,O Neals,-119.657092,37.140104,93645,1,64,37,1123.32,3602.57,30,2479.25,11.0,One Year,0,Credit Card,5,3,No Offer,0,No,0.0,Yes,0
71.1,Pacific Palisades,-118.548306,34.079449,90272,9,63,71,3252.51,8477.46,45,5224.95,52.0,Two Year,3,Credit Card,6,4,No Offer,0,No,0.0,Yes,0
64.75,Marshall,-122.834815,38.129308,94940,1,59,13,173.16,1050.51,13,877.35,21.0,One Year,1,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,No,0
104.15,Fallbrook,-117.299644,33.362575,92028,1,27,71,274.06,7639.36,3,7365.3,85.0,Two Year,0,Credit Card,7,2,Offer A,0,Yes,0.0,Yes,0
50.8,San Diego,-117.19938,32.76501,92110,0,58,4,7.52,209.82,1,202.3,21.0,Month-to-Month,0,Credit Card,2,1,Offer E,0,Yes,0.0,No,0
23.5,Compton,-118.234451,33.88151,90220,0,54,7,9.87,182.87,1,173.0,0.0,Month-to-Month,0,Credit Card,1,0,Offer E,0,No,0.0,Yes,0
90.8,Clio,-120.580882,39.745805,96106,1,38,68,804.44,7107.29,11,6302.85,21.0,Two Year,0,Credit Card,9,4,Offer A,0,Yes,0.0,Yes,0
81.1,Pacifica,-122.455167,37.573633,94044,0,77,32,35.84,2635.84,1,2619.25,5.0,One Year,0,Credit Card,3,1,Offer C,0,Yes,19.25,Yes,0
62.8,Middletown,-122.58675,38.787446,95461,0,55,1,42.19,104.99,42,62.8,29.0,Month-to-Month,0,Credit Card,4,0,No Offer,0,Yes,0.0,No,0
19.7,Casmalia,-120.536546,34.866032,93429,0,49,4,92.16,209.96,23,117.8,0.0,One Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
54.75,Upland,-117.660934,34.105493,91786,0,27,26,1035.84,2442.74,39,1406.9,42.0,Month-to-Month,0,Credit Card,3,2,No Offer,0,Yes,0.0,No,0
73.9,Rodeo,-122.23463,38.027218,94572,0,22,42,241.5,3402.05,5,3160.55,53.0,One Year,0,Credit Card,7,4,Offer B,0,No,0.0,No,1
20.4,Scotia,-124.098739,40.440636,95565,0,56,31,792.98,1402.08,25,609.1,0.0,Two Year,0,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
95.75,Shingletown,-121.827524,40.497441,96088,9,35,69,2929.05,9440.3,42,6511.25,27.0,One Year,2,Credit Card,5,2,No Offer,0,No,0.0,Yes,0
89.85,Lomita,-118.317354,33.794209,90717,0,47,65,2491.45,8336.1,38,5844.65,7.0,One Year,0,Bank Withdrawal,5,3,No Offer,0,Yes,0.0,Yes,0
90.05,Madeline,-120.506086,41.042003,96119,8,68,30,1432.5,4059.7,47,2627.2,27.0,Two Year,0,Bank Withdrawal,4,1,Offer C,0,Yes,0.0,Yes,0
94.4,Valley Springs,-120.849231,38.156971,95252,9,33,60,2844.0,8454.25,47,5610.25,29.0,One Year,0,Bank Withdrawal,5,1,Offer B,0,Yes,0.0,No,1
-5.0,Orosi,-119.175655,36.600185,93647,0,62,2,48.1,226.8,24,178.7,27.0,Month-to-Month,0,Mailed Check,4,1,Offer E,0,Yes,0.0,No,1
20.25,San Bernardino,-117.297553,34.106922,92410,0,57,9,23.4,209.55,2,186.15,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,0
49.05,Berry Creek,-121.37778,39.657228,95916,0,58,44,0.0,2265.0,0,2265.0,3.0,One Year,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,0
76.9,Beaumont,-116.977672,33.946982,92223,0,20,71,337.96,5860.66,4,5522.7,52.0,Two Year,3,Credit Card,6,4,Offer A,0,Yes,0.0,No,0
90.5,Avenal,-120.129921,35.916943,93204,0,71,22,1014.42,2925.02,46,1910.6,27.0,Month-to-Month,0,Bank Withdrawal,4,1,No Offer,0,Yes,0.0,Yes,1
98.0,Twentynine Palms,-116.139589,34.457829,92278,10,33,56,2100.0,7370.6,37,5270.6,11.0,One Year,0,Bank Withdrawal,6,1,Offer B,0,Yes,0.0,Yes,0
25.55,Hawthorne,-118.348083,33.914775,90250,4,53,72,2651.04,4518.74,36,1867.7,0.0,Two Year,3,Credit Card,1,0,Offer A,0,No,0.0,Yes,0
19.95,Arnold,-120.236358,38.32153,95223,0,44,1,27.08,47.03,27,19.95,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,0
25.55,Firebaugh,-120.625382,36.785618,93622,6,47,20,737.0,1244.4,36,507.4,0.0,Month-to-Month,7,Bank Withdrawal,1,0,Offer D,0,Yes,0.0,Yes,0
69.95,San Bernardino,-117.300864,34.142747,92405,3,21,54,1521.18,5393.03,28,3871.85,76.0,Two Year,0,Bank Withdrawal,6,3,Offer B,0,No,0.0,No,0
79.1,Yountville,-122.365048,38.421458,94599,0,22,23,349.14,2132.89,15,1783.75,46.0,Month-to-Month,0,Credit Card,3,2,No Offer,0,Yes,0.0,No,0
73.9,Temecula,-117.10909,33.540604,92591,3,33,33,1099.56,3504.61,33,2405.05,4.0,One Year,0,Mailed Check,6,2,Offer C,0,Yes,0.0,No,1
24.9,Mt Baldy,-117.662032,34.231318,91759,0,64,50,2358.0,3553.25,47,1195.25,0.0,Two Year,0,Bank Withdrawal,1,0,Offer B,0,No,0.0,Yes,0
109.65,Samoa,-124.189977,40.809636,95564,2,20,72,496.08,8386.33,6,7880.25,73.0,Two Year,0,Bank Withdrawal,8,3,Offer A,10,Yes,0.0,Yes,0
58.2,Laguna Beach,-117.773669,33.570023,92651,0,19,19,462.65,1507.9,24,1045.25,69.0,One Year,0,Bank Withdrawal,3,1,No Offer,0,No,0.0,No,0
110.5,Temecula,-117.029473,33.507255,92592,4,41,70,1997.8,9749.85,28,7752.05,23.0,Two Year,0,Bank Withdrawal,8,3,No Offer,0,Yes,0.0,Yes,0
79.35,Banning,-116.849577,33.936298,92220,0,48,22,422.18,2152.53,19,1730.35,17.0,Month-to-Month,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,Yes,1
93.35,Valencia,-118.644609,34.43987,91355,1,45,59,1226.02,6576.45,20,5386.5,26.0,Month-to-Month,0,Bank Withdrawal,5,2,No Offer,0,No,36.07,Yes,0
79.45,Chico,-121.83721,39.681488,95928,0,37,31,208.01,2795.71,6,2587.7,3.0,One Year,0,Mailed Check,7,2,No Offer,0,Yes,0.0,Yes,1
55.25,Los Angeles,-118.255178,34.052917,90071,0,28,29,1141.15,2761.35,39,1620.2,69.0,One Year,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,Yes,0
49.9,Calipatria,-115.497485,33.143826,92233,0,63,3,139.71,269.81,46,130.1,16.0,Month-to-Month,0,Credit Card,2,1,No Offer,0,Yes,0.0,No,1
104.05,Hood,-121.507935,38.375325,95639,0,50,69,173.88,7435.88,2,7262.0,24.0,One Year,0,Bank Withdrawal,7,3,No Offer,0,Yes,0.0,No,1
109.25,Zenia,-123.417298,40.170357,95595,7,32,71,2114.38,9822.08,29,7707.7,22.0,Two Year,0,Bank Withdrawal,8,3,No Offer,0,No,0.0,Yes,0
78.9,Los Angeles,-118.446333,34.046174,90025,0,37,29,1285.57,3669.72,44,2384.15,7.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,No,1
54.45,Point Arena,-123.609588,38.911299,95468,0,73,53,0.0,2834.39,0,2854.55,25.0,Month-to-Month,0,Bank Withdrawal,5,2,No Offer,0,Yes,20.16,No,1
29.95,Glendale,-118.267539,34.167926,91202,0,54,1,0.0,29.95,0,29.95,27.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer E,0,No,0.0,No,1
90.2,Camarillo,-118.993111,34.205504,93012,1,63,20,993.8,2770.35,49,1776.55,10.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,No,1
19.7,Oceanside,-117.29032,33.194742,92056,0,57,11,493.68,709.88,44,216.2,0.0,Month-to-Month,1,Credit Card,0,0,Offer D,0,No,0.0,No,0
59.6,Los Angeles,-118.263804,34.078991,90026,3,42,49,259.21,3229.51,5,2970.3,30.0,Month-to-Month,2,Credit Card,4,3,Offer B,0,No,0.0,No,0
94.8,Markleeville,-119.85798,38.735789,96120,8,58,49,1778.7,6539.35,36,4690.65,9.0,Two Year,0,Bank Withdrawal,5,1,Offer B,70,Yes,0.0,No,0
19.35,Ontario,-117.667677,34.057256,91762,0,51,59,1571.17,2656.55,26,1099.6,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,14.22,No,1
100.85,Yuba City,-121.70606,39.075694,95993,0,56,8,26.16,845.71,3,819.55,6.0,Month-to-Month,0,Bank Withdrawal,6,1,Offer E,0,No,0.0,Yes,1
95.15,Riverbank,-120.954271,37.734971,95367,0,67,11,39.82,1037.47,3,997.65,22.0,Month-to-Month,0,Bank Withdrawal,5,0,No Offer,0,Yes,0.0,Yes,1
80.5,Somis,-119.014627,34.297628,93066,3,42,11,126.5,1023.4,11,896.9,27.0,Month-to-Month,0,Bank Withdrawal,3,1,Offer D,0,Yes,0.0,Yes,1
85.25,El Monte,-118.046695,34.079934,91731,0,49,20,27.2,1761.7,1,1734.5,25.0,Month-to-Month,0,Bank Withdrawal,3,0,Offer D,0,Yes,0.0,Yes,1
72.15,Rialto,-117.404686,34.156758,92377,0,49,10,337.5,1211.75,33,794.25,11.0,Month-to-Month,0,Credit Card,5,0,No Offer,80,Yes,0.0,Yes,1
69.35,Sacramento,-121.376263,38.585826,95864,6,39,67,2426.07,7069.33,36,4653.25,24.0,One Year,1,Credit Card,6,4,No Offer,0,Yes,9.99,Yes,0
110.0,Oakland,-122.297401,37.80707,94607,0,61,65,2152.15,9290.8,33,7138.65,10.0,One Year,0,Credit Card,8,3,No Offer,0,Yes,0.0,Yes,0
40.15,Escondido,-116.967221,33.141265,92027,0,19,3,0.0,130.75,0,130.75,26.0,Month-to-Month,0,Mailed Check,3,1,No Offer,0,Yes,0.0,No,1
31.65,Corona,-117.531446,33.893823,92879,0,27,13,0.0,389.95,0,389.95,27.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer D,0,Yes,0.0,No,0
78.9,Colton,-117.273201,34.030915,92324,0,45,48,172.32,3943.82,3,3771.5,10.0,Two Year,0,Credit Card,7,3,No Offer,0,No,0.0,No,0
86.4,Fillmore,-118.865111,34.408161,93015,0,53,71,479.25,6651.25,6,6172.0,15.0,Two Year,0,Credit Card,4,2,No Offer,0,Yes,0.0,Yes,0
73.8,Tehama,-122.127576,40.021787,96090,0,54,9,16.65,770.95,1,704.3,22.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,50,Yes,0.0,No,0
20.55,Madeline,-120.506086,41.042003,96119,10,37,50,506.5,1576.75,10,1070.25,0.0,Two Year,3,Credit Card,0,0,No Offer,0,No,0.0,No,0
104.3,Ontario,-117.667677,34.057256,91762,5,37,62,2786.9,9400.55,44,6613.65,5.0,One Year,0,Bank Withdrawal,7,3,Offer B,0,Yes,0.0,No,0
81.15,Van Nuys,-118.490752,34.195685,91406,2,26,31,1219.54,3765.29,39,2545.75,41.0,One Year,0,Mailed Check,7,3,No Offer,0,Yes,0.0,No,0
24.9,Shasta Lake,-122.369876,40.692523,96019,0,41,20,0.0,505.95,0,505.95,21.0,Month-to-Month,0,Credit Card,1,0,No Offer,0,No,0.0,No,0
19.9,La Canada Flintridge,-118.153729,34.234912,91011,3,40,69,2129.34,3492.79,30,1363.45,0.0,Two Year,0,Credit Card,0,0,Offer A,0,No,0.0,No,0
25.05,Los Osos,-120.824288,35.279984,93402,0,59,34,0.0,852.7,0,852.7,28.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,Yes,0.0,No,0
88.4,Laguna Beach,-117.773669,33.570023,92651,1,68,44,1083.28,4996.18,24,3912.9,14.0,One Year,0,Credit Card,5,1,No Offer,0,No,0.0,Yes,1
74.15,Los Angeles,-118.334081,33.988543,90043,0,28,10,292.4,1104.2,29,811.8,85.0,Month-to-Month,0,Credit Card,3,0,Offer D,0,Yes,0.0,Yes,1
55.45,Granada Hills,-118.505104,34.291273,91344,5,30,72,0.0,4179.2,0,4179.2,47.0,Two Year,0,Credit Card,7,4,Offer A,0,Yes,0.0,No,0
19.85,Fowler,-119.672483,36.625792,93625,0,62,53,996.93,2046.53,18,1049.6,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
94.75,Ferndale,-124.301372,40.4785,95536,0,80,4,76.0,498.4,19,422.4,17.0,Two Year,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,0
41.35,Santa Cruz,-121.991149,36.974575,95062,0,32,3,0.0,107.25,0,107.25,25.0,Month-to-Month,0,Credit Card,4,3,No Offer,0,No,0.0,No,0
88.8,Escondido,-116.967221,33.141265,92027,0,19,67,2500.44,8403.59,37,5903.15,59.0,One Year,0,Bank Withdrawal,9,4,Offer A,0,Yes,0.0,Yes,0
86.45,San Diego,-117.202542,32.957195,92130,0,32,35,667.45,3696.55,19,3029.1,17.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,Yes,0.0,Yes,1
104.1,Angwin,-122.419923,38.542448,94508,3,62,54,2286.9,7932.7,42,5645.8,76.0,Month-to-Month,3,Bank Withdrawal,7,2,Offer B,0,Yes,0.0,Yes,0
95.6,Rancho Mirage,-116.429928,33.763678,92270,0,29,1,6.67,102.27,6,95.6,27.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,1
80.5,San Gabriel,-118.095645,34.089927,91776,0,48,3,80.58,312.93,26,232.35,5.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,No,0
74.9,Mariposa,-119.99437,37.526791,95338,0,26,1,1.84,76.74,1,74.9,76.0,Month-to-Month,0,Bank Withdrawal,3,0,Offer E,0,Yes,0.0,Yes,1
73.55,Big Creek,-119.2997,37.17277,93605,0,72,31,1471.88,3566.53,47,2094.65,8.0,Two Year,0,Credit Card,2,1,No Offer,0,Yes,0.0,No,0
108.3,Sacramento,-121.412455,38.590035,95825,1,53,42,1782.9,6369.05,42,4586.15,11.0,One Year,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,0
87.25,Santa Fe Springs,-118.062611,33.933565,90670,5,24,71,3413.68,9742.38,48,6328.7,51.0,Two Year,2,Credit Card,8,4,No Offer,0,No,0.0,No,0
96.0,Glendale,-118.203869,34.162515,91206,0,44,24,594.24,2716.69,24,2122.45,2.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,1
63.15,San Jose,-121.834567,37.32886,95122,3,40,13,509.6,1326.4,39,816.8,25.0,Month-to-Month,3,Credit Card,5,2,No Offer,0,Yes,0.0,No,0
24.8,Pomona,-117.756106,34.042286,91766,0,60,1,0.0,24.8,0,24.8,29.0,Month-to-Month,0,Bank Withdrawal,1,0,Offer E,0,No,0.0,No,1
68.15,Merced,-120.493537,37.255637,95340,0,61,38,805.22,3461.52,21,2656.3,24.0,Month-to-Month,0,Credit Card,6,2,No Offer,0,No,0.0,Yes,0
19.5,Vacaville,-121.920151,38.333133,95687,8,62,4,14.28,111.13,3,96.85,0.0,Two Year,2,Credit Card,0,0,No Offer,0,No,0.0,No,0
89.05,Monterey Park,-118.115022,34.049172,91755,4,50,68,3257.88,9443.68,47,6185.8,23.0,Two Year,1,Bank Withdrawal,9,4,Offer A,0,Yes,0.0,Yes,0
25.3,Buellton,-120.238218,34.631362,93427,1,52,61,2462.57,4017.47,40,1554.9,0.0,Two Year,0,Bank Withdrawal,1,0,Offer B,0,No,0.0,Yes,0
64.25,Long Beach,-118.143866,33.771612,90814,9,38,16,372.96,1396.96,23,1024.0,27.0,Two Year,0,Credit Card,4,2,No Offer,0,No,0.0,No,0
78.8,Placentia,-117.854783,33.881158,92870,1,55,1,28.04,106.84,28,78.8,30.0,Month-to-Month,0,Bank Withdrawal,2,0,Offer E,0,No,0.0,No,1
65.65,Long Beach,-118.11662,33.797638,90815,3,23,46,2148.66,5195.81,46,3047.15,41.0,Two Year,0,Credit Card,5,4,No Offer,0,No,0.0,No,0
104.1,Trinity Center,-122.700545,41.081847,96091,4,67,72,1211.04,8698.74,16,7447.7,25.0,Two Year,2,Credit Card,6,3,No Offer,40,Yes,0.0,No,0
77.85,Dutch Flat,-120.83679,39.197215,95714,0,48,4,171.2,480.4,42,299.2,28.0,Month-to-Month,0,Bank Withdrawal,2,0,Offer E,10,No,0.0,No,1
19.95,Fair Oaks,-121.25441,38.652065,95628,0,31,5,120.8,227.85,24,107.05,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
106.15,Gualala,-123.50608,38.848082,95445,5,48,60,598.8,7010.05,9,6411.25,22.0,Month-to-Month,0,Bank Withdrawal,7,2,Offer B,0,Yes,0.0,Yes,0
70.1,Modesto,-121.108568,37.612612,95358,1,42,10,220.3,845.26,22,659.65,19.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,Yes,34.69,No,1
20.2,Inglewood,-118.359824,33.936827,90304,0,19,1,41.1,61.3,41,20.2,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,0
99.1,Gustine,-121.120161,37.147198,95322,6,77,39,356.07,4234.02,9,3877.95,18.0,One Year,0,Mailed Check,5,2,No Offer,0,No,0.0,No,0
73.0,Bethel Island,-121.646924,38.050558,94511,0,23,72,1657.44,6922.64,23,5265.2,69.0,Two Year,0,Credit Card,7,4,Offer A,0,Yes,0.0,No,0
107.95,San Diego,-117.152162,32.886925,92126,1,38,49,316.05,5609.25,6,5293.2,10.0,Two Year,0,Bank Withdrawal,8,3,No Offer,0,Yes,0.0,Yes,1
56.15,Los Angeles,-118.258681,34.00709,90011,0,48,62,493.52,3981.47,7,3487.95,8.0,One Year,0,Bank Withdrawal,3,2,Offer B,0,No,0.0,No,0
73.6,San Diego,-117.209774,32.85723,92122,0,21,1,6.19,79.79,6,73.6,52.0,Month-to-Month,0,Credit Card,3,1,No Offer,0,Yes,0.0,No,1
97.65,Bridgeville,-123.525626,40.372532,95526,1,35,34,1473.22,4680.77,43,3207.55,16.0,Month-to-Month,0,Bank Withdrawal,5,0,No Offer,0,Yes,0.0,Yes,1
20.7,Little River,-123.77214,39.245911,95456,0,27,3,115.23,172.73,38,57.5,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,0
107.4,Solana Beach,-117.263628,33.001813,92075,0,20,48,249.12,5370.42,5,5121.3,47.0,Month-to-Month,0,Bank Withdrawal,7,2,No Offer,0,Yes,0.0,Yes,1
55.55,Adin,-120.913161,41.171578,96006,1,70,43,0.0,2342.2,0,2342.2,21.0,Month-to-Month,0,Credit Card,5,2,Offer B,0,No,0.0,No,1
79.05,San Mateo,-122.317723,37.556634,94402,0,51,6,118.44,552.94,19,434.5,27.0,Month-to-Month,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,Yes,1
55.3,San Jacinto,-116.924723,33.796568,92583,0,33,4,84.12,322.62,21,238.5,3.0,Month-to-Month,0,Credit Card,3,0,No Offer,0,Yes,0.0,No,0
61.05,Ben Lomond,-122.090386,37.078873,95005,0,31,25,0.0,1540.2,0,1540.2,9.0,One Year,0,Bank Withdrawal,7,3,No Offer,0,No,0.0,No,0
102.8,Fair Oaks,-121.25441,38.652065,95628,0,75,25,912.5,3572.7,36,2660.2,30.0,Month-to-Month,0,Credit Card,6,2,No Offer,0,Yes,0.0,Yes,1
24.95,Fontana,-117.468896,34.049671,92337,0,56,51,2261.85,3549.85,44,1288.0,0.0,Two Year,0,Bank Withdrawal,1,0,Offer B,0,No,0.0,Yes,0
83.8,Compton,-118.236773,33.912246,90222,0,76,2,65.96,229.66,32,163.7,14.0,Two Year,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,No,0
104.55,Glendale,-118.238508,34.195386,91208,0,44,66,1081.74,7860.79,16,6779.05,26.0,One Year,0,Bank Withdrawal,7,4,Offer A,0,Yes,0.0,Yes,0
89.4,Valyermo,-117.734568,34.39583,93563,7,45,72,198.0,6574.55,2,6376.55,19.0,Two Year,2,Credit Card,9,4,No Offer,0,Yes,0.0,Yes,0
45.15,San Diego,-117.142454,32.774046,92108,0,38,9,140.58,557.03,15,416.45,2.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,No,1
89.4,Sierra City,-120.636358,39.600599,96125,1,54,17,326.23,1865.68,19,1539.45,22.0,Month-to-Month,0,Bank Withdrawal,4,2,No Offer,0,Yes,0.0,No,1
55.65,Gardena,-118.284077,33.876482,90248,0,50,46,93.38,2782.23,2,2688.85,7.0,One Year,0,Credit Card,3,0,Offer B,0,No,0.0,No,0
68.5,San Francisco,-122.45732,37.736535,94127,1,39,1,30.62,99.12,30,68.5,11.0,Month-to-Month,0,Bank Withdrawal,1,0,Offer E,0,Yes,0.0,No,1
79.5,Downieville,-120.780786,39.578792,95936,0,20,11,93.28,888.93,8,795.65,52.0,Month-to-Month,0,Bank Withdrawal,3,2,Offer D,0,Yes,0.0,No,0
83.25,Huntington Beach,-118.016195,33.679659,92648,1,33,51,2057.34,6146.79,40,4089.45,9.0,Two Year,0,Credit Card,8,4,Offer B,0,Yes,0.0,No,0
81.0,Perris,-117.320676,33.787298,92570,6,49,62,825.84,5811.74,13,4985.9,22.0,Two Year,0,Mailed Check,7,3,Offer B,0,No,0.0,No,0
20.75,Yountville,-122.365048,38.421458,94599,2,69,23,1054.09,1501.65,45,485.2,0.0,One Year,0,Bank Withdrawal,0,0,No Offer,0,Yes,37.64,No,0
82.85,Carson,-118.26411,33.822295,90745,4,30,28,451.64,2772.44,16,2320.8,69.0,One Year,1,Bank Withdrawal,4,1,Offer C,0,Yes,0.0,No,0
74.75,Lebec,-118.885163,34.845861,93243,1,39,3,105.54,335.04,35,229.5,13.0,Month-to-Month,0,Credit Card,2,0,Offer E,0,Yes,0.0,Yes,1
19.25,Boron,-117.73045,34.95703,93516,5,43,48,765.6,1620.7,15,855.1,0.0,Two Year,0,Credit Card,0,0,Offer B,0,No,0.0,No,0
105.95,Pinole,-122.293716,37.996462,94564,1,68,66,1831.5,8806.75,27,6975.25,11.0,One Year,0,Credit Card,6,2,No Offer,0,Yes,0.0,Yes,1
78.6,South San Francisco,-122.426468,37.654436,94080,8,63,24,514.32,2360.97,21,1846.65,56.0,Two Year,3,Credit Card,7,2,Offer C,0,No,0.0,Yes,0
69.6,Maxwell,-122.226568,39.281194,95955,0,54,19,261.44,1655.99,13,1394.55,4.0,Month-to-Month,0,Mailed Check,5,0,Offer D,0,No,0.0,Yes,0
85.4,Rosemead,-118.082791,34.065108,91770,1,51,5,211.45,567.18,42,401.1,16.0,Month-to-Month,0,Bank Withdrawal,4,2,Offer E,0,Yes,45.37,Yes,1
53.7,Geyserville,-123.064272,38.731771,95441,2,49,10,0.0,498.03,0,521.0,24.0,Two Year,2,Credit Card,7,4,Offer D,0,No,22.97,No,0
82.75,Los Angeles,-118.328915,34.137411,90068,0,21,5,148.7,566.45,29,417.75,42.0,Month-to-Month,0,Bank Withdrawal,4,2,Offer E,0,Yes,0.0,Yes,0
92.7,Oro Grande,-117.296957,34.647959,92368,3,71,65,1764.1,7732.5,27,5968.4,26.0,Two Year,0,Credit Card,5,2,Offer B,0,Yes,0.0,Yes,0
84.1,Los Angeles,-118.200577,34.017697,90023,5,72,72,3412.8,9542.45,47,6129.65,28.0,Two Year,0,Credit Card,8,3,No Offer,0,Yes,0.0,Yes,0
79.7,Moreno Valley,-117.255039,33.970661,92557,0,31,7,202.44,788.49,28,586.05,16.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,No,1
87.25,San Diego,-117.134917,32.961064,92129,0,29,45,201.6,4143.3,4,3941.7,51.0,Month-to-Month,0,Bank Withdrawal,4,2,No Offer,0,Yes,0.0,Yes,1
68.95,Echo Lake,-120.076204,38.851842,95721,2,47,9,311.76,905.61,34,593.85,7.0,Month-to-Month,0,Mailed Check,5,3,Offer E,0,Yes,0.0,No,0
80.7,San Diego,-117.202937,32.898613,92121,6,50,70,287.7,5905.65,4,5617.95,16.0,Two Year,2,Bank Withdrawal,7,4,Offer A,0,No,0.0,Yes,0
64.5,Carson,-118.252272,33.859171,90746,0,52,30,836.4,2766.35,27,1929.95,6.0,One Year,0,Credit Card,4,2,Offer C,0,No,0.0,No,0
114.7,Richmond,-122.320968,37.941456,94805,5,61,68,2216.12,10065.97,32,7849.85,24.0,Two Year,1,Bank Withdrawal,9,4,Offer A,0,Yes,0.0,Yes,0
20.95,Santa Monica,-118.493231,34.015481,90401,0,23,31,985.49,1668.74,31,683.25,0.0,One Year,0,Mailed Check,0,0,No Offer,0,No,0.0,No,0
25.0,San Diego,-117.072093,33.000269,92128,0,20,31,0.0,766.8,0,789.2,51.0,Month-to-Month,3,Credit Card,1,0,Offer C,0,No,22.4,No,0
69.35,Carlsbad,-117.306043,33.148116,92008,0,57,1,22.03,91.38,22,69.35,26.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,Yes,0.0,No,1
80.8,San Diego,-117.202937,32.898613,92121,0,34,1,41.77,122.57,41,80.8,15.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,Yes,0.0,No,1
80.7,Albion,-123.717354,39.225694,95410,0,72,5,181.35,556.15,36,374.8,17.0,Month-to-Month,0,Bank Withdrawal,3,2,Offer E,0,No,0.0,No,0
54.95,Napa,-122.324944,38.232389,94559,5,20,35,1476.3,3392.3,42,1916.0,59.0,One Year,0,Bank Withdrawal,3,2,No Offer,0,Yes,0.0,No,0
87.95,Corte Madera,-122.511694,37.924014,94925,7,46,71,643.26,7008.61,9,6365.35,30.0,Two Year,0,Bank Withdrawal,9,4,No Offer,0,No,0.0,Yes,0
100.5,Lemon Cove,-118.997291,36.462671,93244,5,61,71,2591.5,9622.15,36,7030.65,19.0,Two Year,2,Bank Withdrawal,6,3,Offer A,0,No,0.0,Yes,0
69.85,Palo Alto,-122.149996,37.444314,94301,0,67,57,640.11,4643.11,11,4003.0,30.0,Two Year,0,Bank Withdrawal,5,3,Offer B,0,No,0.0,No,0
25.25,Fillmore,-118.865111,34.408161,93015,0,55,8,0.0,186.3,0,186.3,16.0,Month-to-Month,0,Credit Card,1,0,No Offer,0,Yes,0.0,No,0
106.6,Plymouth,-120.891614,38.489273,95669,0,19,67,1255.58,8500.28,18,7244.7,59.0,One Year,2,Bank Withdrawal,7,2,Offer A,0,Yes,0.0,Yes,0
99.35,Los Angeles,-118.326843,34.099869,90028,1,61,47,1473.45,6222.6,31,4749.15,16.0,Month-to-Month,1,Bank Withdrawal,6,1,No Offer,0,Yes,0.0,Yes,1
-3.0,Van Nuys,-118.431791,34.178483,91401,8,32,1,44.69,64.89,44,20.2,0.0,One Year,0,Bank Withdrawal,0,0,No Offer,0,Yes,0.0,No,0
20.15,Arroyo Grande,-120.483243,35.176236,93420,5,35,4,183.36,274.76,45,91.4,0.0,Month-to-Month,0,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
