monthly_charge,city,zip_code,latitude,longitude,age,total_long_distance_charges,number_of_referrals,total_charges,avg_monthly_gb_download,tenure_in_months,avg_monthly_long_distance_charges,total_revenue,number_of_dependents,contract,payment_method,engagement_score,total_extra_data_charges,offer,internet_type,num_addon_services,paperless_billing,total_refunds,customer_status
64.4,Stratford,93266,36.175255,-119.813805,37,114.15,0,195.65,7.0,3,38,309.8,0,Month-to-Month,Credit Card,4,0,No Offer,DSL,2,Yes,0.0,0
-4.0,North Palm Springs,92258,33.906496,-116.569499,61,35.91,1,340.25,4.0,7,5,376.16,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,DSL,1,No,0.0,1
101.4,Victorville,92394,34.567058,-117.362329,68,1389.15,0,3496.3,25.0,35,39,4885.45,0,Month-to-Month,Bank Withdrawal,5,0,Offer C,Fiber Optic,1,Yes,0.0,1
44.6,La Puente,91744,34.031441,-117.936436,41,60.38,3,80.55,16.0,2,30,140.93,0,Month-to-Month,Credit Card,1,0,Offer E,Cable,0,Yes,0.0,1
19.85,Greenville,95947,40.160386,-120.835428,54,58.0,0,535.05,0.0,29,2,593.05,3,One Year,Mailed Check,0,0,Offer C,No Internet,0,No,0.0,0
63.7,Huron,93234,36.217864,-120.080117,36,0.0,0,4464.8,14.0,72,0,4464.8,0,Two Year,Bank Withdrawal,8,0,Offer A,Cable,4,Yes,0.0,0
94.55,San Diego,92109,32.787836,-117.232376,48,299.43,0,2724.6,6.0,27,11,3024.03,0,Month-to-Month,Mailed Check,5,0,No Offer,Fiber Optic,0,Yes,0.0,1
84.4,Topaz,96133,38.636052,-119.489162,33,219.39,0,5969.3,26.0,71,3,6188.69,0,Two Year,Credit Card,8,0,No Offer,DSL,4,Yes,0.0,0
74.65,Hornbrook,96044,41.962127,-122.527696,52,126.6,0,2308.6,13.0,30,4,2485.2,0,One Year,Credit Card,6,50,No Offer,DSL,4,No,0.0,0
34.3,Daly City,94015,37.680844,-122.48131,65,0.0,6,577.15,14.0,19,0,577.15,0,Month-to-Month,Credit Card,3,0,No Offer,DSL,2,Yes,0.0,0
24.15,Garden Grove,92841,33.786738,-117.982564,54,2109.52,1,1402.25,0.0,56,37,3482.36,2,Two Year,Bank Withdrawal,1,0,Offer B,No Internet,0,No,29.41,0
20.85,Fort Irwin,92310,35.349241,-116.770281,26,453.96,1,720.05,0.0,36,12,1174.01,0,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
65.2,Springville,93265,36.245926,-118.693138,35,87.78,3,3687.85,15.0,57,1,3775.63,1,Month-to-Month,Bank Withdrawal,5,0,No Offer,DSL,3,No,0.0,0
69.6,Creston,93432,35.480896,-120.469476,43,86.91,0,207.4,16.0,3,28,314.31,0,Month-to-Month,Credit Card,1,20,No Offer,Fiber Optic,0,Yes,0.0,0
102.7,Escondido,92027,33.141265,-116.967221,30,2305.68,0,5138.1,71.0,52,44,7443.78,0,Month-to-Month,Credit Card,7,0,No Offer,Fiber Optic,2,Yes,0.0,0
20.0,San Leandro,94579,37.687264,-122.15728,40,86.54,0,40.9,0.0,2,43,127.44,0,Month-to-Month,Mailed Check,0,0,Offer E,No Internet,0,Yes,0.0,0
25.1,Huntington Beach,92647,33.723579,-118.005441,48,0.0,0,382.8,11.0,17,0,382.8,0,Month-to-Month,Credit Card,1,0,No Offer,DSL,0,No,0.0,0
75.35,Canoga Park,91304,34.224377,-118.632656,80,28.49,0,75.35,18.0,1,28,103.84,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,Yes,0.0,1
95.9,Santa Monica,90404,34.026334,-118.474222,66,1337.56,0,6503.2,28.0,68,19,7840.76,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,Yes,0.0,0
20.75,Los Angeles,90033,34.050198,-118.210946,37,2207.61,0,1118.8,0.0,57,38,3326.41,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
55.3,Cantua Creek,93608,36.488056,-120.407691,40,1745.28,5,3983.6,27.0,72,24,5728.88,0,Two Year,Bank Withdrawal,3,0,Offer A,DSL,1,No,0.0,0
84.3,Holtville,92250,32.811001,-115.152865,62,979.94,0,2281.6,30.0,26,37,3261.54,0,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,2,Yes,0.0,0
76.1,Weed,96094,41.465121,-122.380947,24,514.22,0,1054.8,52.0,14,36,1569.02,3,Two Year,Bank Withdrawal,7,0,No Offer,Cable,4,No,0.0,0
100.45,Phelan,92371,34.441123,-117.537886,27,1034.7,0,3096.9,59.0,30,34,4211.6,0,Month-to-Month,Bank Withdrawal,6,80,Offer C,Fiber Optic,1,No,0.0,0
29.45,Susanville,96130,40.559177,-120.612113,45,0.0,0,1983.15,15.0,66,0,1983.15,0,One Year,Credit Card,2,0,No Offer,Cable,1,No,0.0,0
93.85,Hercules,94547,37.991259,-122.214945,30,2311.33,1,4733.1,26.0,49,47,7074.43,0,Month-to-Month,Bank Withdrawal,5,30,Offer B,Fiber Optic,2,Yes,0.0,0
20.35,Hoopa,95546,41.163637,-123.704841,44,699.6,10,335.95,0.0,15,46,1035.55,3,One Year,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
-8.0,Capistrano Beach,92624,33.458754,-117.665104,32,1073.52,4,5956.85,30.0,71,15,7030.37,0,Two Year,Credit Card,8,0,No Offer,DSL,3,No,0.0,0
-10.0,Keyes,95328,37.555631,-120.911653,23,1161.81,0,762.45,0.0,39,29,1924.26,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
54.2,Escalon,95320,37.818543,-121.006907,29,0.0,2,3623.95,51.0,67,0,3623.95,2,Two Year,Credit Card,6,0,No Offer,Cable,4,No,0.0,0
54.35,Nubieber,96068,41.082472,-121.195215,20,776.24,6,1647.0,71.0,31,25,2423.24,1,Month-to-Month,Credit Card,3,0,No Offer,DSL,2,No,0.0,0
109.65,Stockton,95202,37.959706,-121.287669,63,1385.0,0,5551.15,28.0,50,27,6936.15,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,1
19.95,Grass Valley,95945,39.194539,-120.988066,59,243.49,0,243.65,0.0,13,18,487.14,0,Two Year,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
96.1,Hornbrook,96044,41.962127,-122.527696,23,732.73,1,4391.45,52.0,47,15,5124.18,2,One Year,Bank Withdrawal,6,0,Offer B,Fiber Optic,3,Yes,0.0,0
29.5,Los Angeles,90016,34.028331,-118.354338,46,0.0,0,255.25,30.0,10,0,295.25,0,Month-to-Month,Credit Card,2,40,Offer D,DSL,1,No,0.0,1
84.25,Simi Valley,93063,34.296813,-118.685703,28,415.15,1,1968.1,51.0,23,18,2374.95,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,2,No,8.3,0
19.4,Stanford,94305,37.424342,-122.165641,45,2368.92,1,1061.6,0.0,57,41,3430.52,2,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
85.6,Novato,94949,38.067204,-122.524004,25,2397.36,9,4902.8,51.0,56,42,7300.16,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,0
24.5,Rowland Heights,91748,33.976753,-117.897367,51,170.1,0,270.15,0.0,10,17,440.25,0,Month-to-Month,Credit Card,1,0,Offer D,No Internet,0,Yes,0.0,0
66.3,Torrance,90505,33.807882,-118.347957,47,494.4,1,1923.5,17.0,30,16,2417.9,2,Month-to-Month,Bank Withdrawal,5,0,Offer C,DSL,2,No,0.0,0
84.85,Westlake Village,91361,34.130992,-118.894673,74,378.83,0,3645.6,7.0,43,8,4024.43,0,Two Year,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,0
82.45,San Diego,92122,32.85723,-117.209774,70,652.32,0,4350.1,5.0,54,12,5002.42,0,One Year,Bank Withdrawal,8,0,Offer B,DSL,3,No,0.0,1
75.85,Esparto,95627,38.834469,-122.127193,39,72.9,10,647.5,20.0,9,8,720.4,1,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,Yes,0.0,0
81.3,Woodland Hills,91364,34.153733,-118.593408,20,688.77,0,2272.8,69.0,27,25,3061.64,0,Month-to-Month,Bank Withdrawal,3,130,No Offer,Fiber Optic,1,Yes,29.93,0
18.9,San Geronimo,94963,38.00474,-122.663717,46,677.2,0,347.65,0.0,20,33,1024.85,0,Month-to-Month,Credit Card,0,0,Offer D,No Internet,0,Yes,0.0,0
69.35,Modesto,95350,37.671806,-121.007575,39,103.25,1,451.1,28.0,7,14,564.35,0,Month-to-Month,Bank Withdrawal,1,10,Offer E,Fiber Optic,0,Yes,0.0,1
44.75,Ukiah,95482,39.134075,-123.23422,35,246.96,0,270.95,10.0,6,41,527.91,0,Month-to-Month,Bank Withdrawal,1,10,No Offer,Cable,0,No,0.0,1
110.05,Cardiff By The Sea,92007,33.015866,-117.272254,23,1363.23,6,5686.4,41.0,51,26,7029.35,0,One Year,Credit Card,8,0,No Offer,Fiber Optic,3,No,20.28,0
-2.0,Moraga,94556,37.827946,-122.107185,21,72.12,0,140.7,85.0,2,36,212.82,0,Month-to-Month,Credit Card,1,0,No Offer,Fiber Optic,0,No,0.0,1
20.05,New Cuyama,93254,34.956577,-119.750142,69,19.87,0,20.05,0.0,1,19,39.92,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,1
70.7,Weott,95571,40.310119,-123.909449,19,38.81,0,70.7,52.0,1,38,109.51,0,Month-to-Month,Credit Card,2,0,No Offer,Fiber Optic,0,Yes,0.0,0
84.1,Indio,92203,33.752938,-116.230055,57,954.18,0,3187.65,13.0,38,25,4141.83,0,One Year,Bank Withdrawal,8,0,No Offer,DSL,3,No,0.0,0
75.9,Loyalton,96118,39.637471,-120.226338,20,149.05,0,866.4,27.0,11,13,1015.45,0,Month-to-Month,Credit Card,2,0,No Offer,Fiber Optic,1,Yes,0.0,0
106.8,Chico,95926,39.745712,-121.84333,49,1816.08,0,5914.4,2.0,56,32,7760.48,0,One Year,Bank Withdrawal,7,30,No Offer,Fiber Optic,2,Yes,0.0,0
113.65,Sacramento,95823,38.475465,-121.443625,35,2088.0,10,8182.75,22.0,72,29,10270.75,0,Two Year,Bank Withdrawal,9,0,Offer A,Fiber Optic,4,Yes,0.0,0
20.2,Mountain Center,92561,33.638645,-116.55783,52,345.41,0,273.25,0.0,13,26,618.66,0,One Year,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
75.55,Los Angeles,90022,34.02381,-118.156582,32,7.11,0,75.55,26.0,1,7,82.66,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,No,0.0,0
69.2,Ladera Ranch,92694,33.569186,-117.640055,19,288.54,8,477.55,73.0,7,41,766.09,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Fiber Optic,0,Yes,0.0,0
25.5,Chico,95973,39.903272,-121.843567,59,1043.97,7,1281.25,0.0,51,20,2325.22,0,Two Year,Mailed Check,1,0,No Offer,No Internet,0,No,0.0,0
45.0,Hacienda Heights,91745,33.998471,-117.973758,69,0.0,5,1228.65,23.0,29,0,1228.65,0,One Year,Bank Withdrawal,4,0,No Offer,Cable,2,Yes,0.0,0
-9.0,San Diego,92121,32.898613,-117.202937,68,39.78,0,50.15,12.0,1,39,89.93,0,Month-to-Month,Mailed Check,2,0,Offer E,Cable,1,Yes,0.0,1
20.6,Badger,93603,36.64545,-118.924982,56,47.26,0,20.6,0.0,1,47,67.86,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,1
75.0,Carmel By The Sea,93921,36.554618,-121.922239,24,1289.86,0,1908.35,76.0,26,49,3198.21,0,One Year,Bank Withdrawal,6,0,No Offer,DSL,2,No,0.0,0
105.35,Echo Lake,95721,38.851842,-120.076204,50,41.49,0,323.25,14.0,3,13,364.74,0,Month-to-Month,Bank Withdrawal,7,0,Offer E,Fiber Optic,2,Yes,0.0,1
75.35,San Diego,92117,32.825086,-117.199424,41,32.82,0,75.35,21.0,1,32,118.17,0,Month-to-Month,Bank Withdrawal,2,10,No Offer,Fiber Optic,1,Yes,0.0,1
106.7,Friant,93626,37.027663,-119.69056,35,2703.45,3,7009.5,16.0,67,40,9712.95,2,Two Year,Credit Card,7,0,Offer A,Fiber Optic,2,No,0.0,0
105.05,Half Moon Bay,94019,37.45567,-122.407992,35,2646.15,3,6914.95,23.0,65,40,9621.1,0,Month-to-Month,Bank Withdrawal,7,60,Offer B,Fiber Optic,2,Yes,0.0,0
106.0,Sacramento,95824,38.517295,-121.439819,47,438.17,0,4532.3,10.0,43,10,5100.47,2,One Year,Credit Card,7,130,No Offer,Fiber Optic,3,Yes,0.0,0
50.75,Nipomo,93444,35.050345,-120.489599,35,0.0,0,2011.4,4.0,39,0,2011.4,0,Month-to-Month,Bank Withdrawal,5,0,Offer C,DSL,1,Yes,0.0,1
20.35,Daggett,92327,34.875144,-116.821698,22,277.47,9,191.1,0.0,9,30,468.57,1,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
83.55,Rancho Cucamonga,91701,34.132275,-117.611478,19,307.2,1,2570.2,48.0,30,10,2877.4,1,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,Yes,0.0,0
61.4,San Jose,95129,37.305622,-122.000887,49,1493.12,3,1864.65,17.0,32,46,3357.77,1,Month-to-Month,Bank Withdrawal,4,0,No Offer,DSL,3,No,0.0,0
53.65,Burbank,91505,34.174215,-118.345928,63,904.25,1,1355.45,53.0,25,36,2259.7,3,One Year,Credit Card,3,0,No Offer,DSL,2,No,0.0,0
19.75,Santa Barbara,93111,34.460197,-119.802602,56,131.43,0,265.75,0.0,13,10,397.18,0,Two Year,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
19.9,Eureka,95501,40.796621,-124.15428,55,124.08,4,45.75,0.0,3,41,169.83,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,Yes,0.0,0
20.25,Alleghany,95910,39.467828,-120.841386,35,31.66,0,36.8,0.0,2,15,68.46,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
54.2,Bakersfield,93308,35.559617,-118.925185,42,730.3,1,3838.2,26.0,67,10,4578.5,2,Two Year,Bank Withdrawal,3,10,Offer A,Cable,2,Yes,0.0,0
108.45,Los Angeles,90067,34.057496,-118.413959,77,1438.14,3,7076.35,9.0,66,21,8514.49,0,One Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,3,Yes,0.0,0
50.3,Redding,96001,40.587919,-122.464732,61,178.56,8,217.1,21.0,4,44,395.66,1,Month-to-Month,Bank Withdrawal,2,0,No Offer,Cable,1,No,0.0,0
80.05,West Sacramento,95691,38.627951,-121.593287,50,2459.0,6,4042.2,76.0,50,49,6501.2,3,One Year,Bank Withdrawal,8,0,Offer B,DSL,4,Yes,0.0,0
50.8,Belmont,94002,37.509366,-122.306132,58,0.0,0,3027.4,5.0,60,0,3027.4,0,Month-to-Month,Bank Withdrawal,5,0,Offer B,Cable,1,Yes,0.0,1
104.65,Freedom,95019,36.936228,-121.785559,47,1660.8,0,6889.8,23.0,64,25,8550.6,0,One Year,Credit Card,7,0,No Offer,Fiber Optic,2,Yes,0.0,0
24.45,Woodbridge,95258,38.169605,-121.310964,64,2432.57,0,1493.1,0.0,59,41,3925.67,0,Two Year,Bank Withdrawal,1,0,Offer B,No Internet,0,No,0.0,0
83.4,Tupman,93276,35.316263,-119.402559,55,2341.92,0,4149.45,12.0,51,45,6491.61,0,Month-to-Month,Bank Withdrawal,4,30,Offer B,Fiber Optic,0,No,29.76,0
45.3,Challenge,95925,39.461768,-121.195825,37,26.41,0,45.3,26.0,1,26,71.71,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Cable,0,Yes,0.0,1
64.9,San Jose,95122,37.32886,-121.834567,54,374.5,0,685.55,5.0,10,37,1060.05,0,One Year,Credit Card,5,0,Offer D,DSL,2,No,0.0,0
55.35,Canyon Dam,95923,40.171312,-121.120605,25,343.91,1,920.5,69.0,17,20,1264.41,3,Month-to-Month,Credit Card,3,0,No Offer,DSL,2,Yes,0.0,0
39.05,Yorba Linda,92887,33.884073,-117.732197,46,0.0,1,669.85,30.0,18,0,669.85,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Cable,1,Yes,0.0,1
20.65,Corona,92881,33.833686,-117.513063,50,1.47,0,20.65,0.0,1,1,22.12,0,Month-to-Month,Bank Withdrawal,0,0,Offer E,No Internet,0,No,0.0,0
109.45,Huntington Beach,92647,33.723579,-118.005441,39,1623.42,1,6144.55,24.0,58,27,7767.97,0,Two Year,Bank Withdrawal,8,0,Offer B,Fiber Optic,3,Yes,0.0,1
100.05,Beverly Hills,90210,34.099891,-118.414338,32,2699.25,10,6034.85,11.0,59,45,8734.1,0,Two Year,Credit Card,6,0,Offer B,Fiber Optic,2,Yes,0.0,0
91.15,Santa Fe Springs,90670,33.933565,-118.062611,36,93.56,0,168.5,12.0,2,46,272.06,0,Month-to-Month,Bank Withdrawal,4,10,No Offer,Fiber Optic,2,Yes,0.0,0
56.35,Platina,96076,40.367964,-122.937379,45,724.32,0,1381.2,4.0,24,30,2105.52,0,Month-to-Month,Credit Card,3,0,No Offer,DSL,2,No,0.0,0
19.65,San Francisco,94105,37.789168,-122.395009,21,2157.3,1,921.55,0.0,47,45,3078.85,0,Two Year,Bank Withdrawal,0,0,Offer B,No Internet,0,No,0.0,0
91.5,Sausalito,94965,37.848641,-122.515692,33,94.83,1,242.95,20.0,3,31,347.78,0,Month-to-Month,Credit Card,5,10,No Offer,Fiber Optic,1,Yes,0.0,1
56.8,Lakeport,95453,39.080469,-122.955176,28,129.8,5,3112.05,69.0,55,2,3241.85,0,Two Year,Credit Card,4,0,No Offer,DSL,3,No,0.0,0
110.75,Santa Barbara,93101,34.419203,-119.710008,77,624.36,1,4687.9,5.0,43,14,5312.26,0,Month-to-Month,Bank Withdrawal,7,0,Offer B,Fiber Optic,3,Yes,0.0,1
45.95,Los Osos,93402,35.279984,-120.824288,49,46.17,0,45.95,19.0,1,46,92.12,1,Month-to-Month,Mailed Check,1,0,Offer E,Cable,0,No,0.0,1
73.5,San Francisco,94130,37.820894,-122.369725,30,427.68,0,791.75,30.0,11,38,1219.43,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,Yes,0.0,1
53.6,Carlsbad,92009,33.098018,-117.258203,61,0.0,0,3237.05,4.0,60,0,3237.05,0,Two Year,Bank Withdrawal,6,0,No Offer,Cable,2,No,0.0,0
67.2,Chula Vista,91911,32.607964,-117.059459,20,0.0,0,4671.7,71.0,72,0,4671.7,3,Two Year,Credit Card,8,0,No Offer,Cable,4,No,0.0,0
25.6,Long Beach,90813,33.781086,-118.199049,55,1447.62,5,1673.4,0.0,69,20,3092.93,1,Two Year,Bank Withdrawal,1,0,No Offer,No Internet,0,Yes,28.09,0
84.3,Tahoe City,96145,39.178337,-120.162806,73,1065.75,7,2357.75,12.0,29,36,3423.5,0,Two Year,Bank Withdrawal,4,0,Offer C,Fiber Optic,0,Yes,0.0,0
89.9,Pioneer,95666,38.546999,-120.271114,22,2667.47,9,6342.7,85.0,71,37,9160.17,1,Two Year,Bank Withdrawal,9,150,Offer A,DSL,4,No,0.0,0
105.1,Grand Terrace,92313,34.029175,-117.307211,22,1884.0,4,5083.55,51.0,48,39,6967.55,0,Month-to-Month,Credit Card,7,0,Offer B,Fiber Optic,2,Yes,0.0,0
95.0,San Jose,95131,37.387027,-121.897775,50,215.64,3,3440.25,6.0,36,5,3655.89,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,0,Yes,0.0,0
70.1,Sacramento,95823,38.475465,-121.443625,70,69.98,9,141.65,24.0,2,34,211.63,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,Fiber Optic,0,No,0.0,0
75.7,King City,93930,36.220761,-120.980777,40,473.5,5,3876.2,28.0,50,9,4349.7,0,One Year,Bank Withdrawal,6,0,Offer B,DSL,1,No,0.0,0
75.3,Beverly Hills,90212,34.062095,-118.401508,53,116.97,0,244.1,20.0,3,38,361.07,0,Month-to-Month,Bank Withdrawal,6,0,Offer E,DSL,2,Yes,0.0,0
20.45,Crestline,92325,34.248061,-117.29028,59,1071.67,0,638.55,0.0,31,34,1710.22,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
40.6,Big Creek,93605,37.17277,-119.2997,48,0.0,0,2588.95,28.0,63,0,2588.95,0,One Year,Bank Withdrawal,4,0,Offer B,DSL,3,Yes,0.0,0
46.0,Alhambra,91803,34.074736,-118.145959,41,0.0,0,2424.05,19.0,54,0,2514.05,1,Two Year,Credit Card,5,90,Offer B,DSL,2,No,0.0,0
65.2,Mcarthur,96056,41.10831,-121.360362,62,2224.32,1,3512.15,11.0,56,39,5736.47,0,One Year,Bank Withdrawal,4,0,Offer B,DSL,1,No,0.0,0
86.45,Van Nuys,91401,34.178483,-118.431791,64,906.44,6,3574.5,14.0,43,21,4480.94,0,Two Year,Credit Card,8,0,No Offer,Cable,3,No,0.0,0
105.5,Los Angeles,90016,34.028331,-118.354338,27,260.0,0,2686.05,48.0,25,10,2946.05,0,Month-to-Month,Bank Withdrawal,7,0,No Offer,Fiber Optic,3,Yes,0.0,0
105.95,San Francisco,94109,37.794487,-122.42227,73,1158.5,0,2655.25,22.0,25,46,3813.75,0,Month-to-Month,Credit Card,6,0,Offer C,Fiber Optic,2,No,0.0,1
72.0,San Diego,92119,32.802959,-117.027095,22,397.42,1,4284.2,59.0,62,6,4681.62,0,Two Year,Credit Card,5,0,Offer B,Cable,3,Yes,0.0,0
90.4,Upper Lake,95485,39.220368,-122.907693,62,575.26,10,4494.65,20.0,49,11,5069.91,3,Month-to-Month,Credit Card,4,0,Offer B,Fiber Optic,2,Yes,0.0,0
45.8,Somerset,95684,38.606703,-120.586659,34,13.62,0,45.8,21.0,1,13,59.42,0,Month-to-Month,Credit Card,1,0,No Offer,Cable,0,Yes,0.0,0
29.35,Olema,94950,38.052209,-122.775567,47,0.0,0,216.45,8.0,8,0,226.45,0,Month-to-Month,Credit Card,2,10,Offer E,Cable,1,No,0.0,0
69.8,Twain,95984,40.022184,-121.062384,34,11.08,1,69.8,13.0,1,11,80.88,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Fiber Optic,0,Yes,0.0,1
114.5,Cantua Creek,93608,36.488056,-120.407691,75,403.2,4,8331.95,19.0,72,5,8735.15,0,Two Year,Mailed Check,9,0,Offer A,Fiber Optic,4,Yes,0.0,0
50.65,Corning,96021,39.913777,-122.289984,37,1595.16,6,3221.25,11.0,63,25,4779.37,1,Two Year,Bank Withdrawal,2,0,Offer B,DSL,1,Yes,37.04,0
89.4,Spring Valley,91978,32.730264,-116.950963,44,1907.28,0,4869.5,15.0,54,35,6776.78,0,Month-to-Month,Credit Card,5,0,Offer B,Fiber Optic,1,No,0.0,0
103.7,Templeton,93465,35.536115,-120.739231,22,1373.13,1,3467.0,73.0,33,41,4840.13,0,One Year,Mailed Check,7,0,Offer C,Fiber Optic,2,Yes,0.0,1
71.05,Gardena,90247,33.890853,-118.297967,39,198.4,0,2168.15,24.0,31,6,2366.55,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Cable,2,Yes,0.0,0
98.55,San Diego,92129,32.961064,-117.134917,51,275.7,0,1008.55,13.0,10,27,1284.25,0,Month-to-Month,Bank Withdrawal,6,0,Offer D,Fiber Optic,1,No,0.0,1
109.15,Oakland,94602,37.803883,-122.208417,52,2387.73,7,6557.75,4.0,59,40,8945.48,0,One Year,Credit Card,8,0,Offer B,Fiber Optic,3,Yes,0.0,0
93.0,Boron,93516,34.95703,-117.73045,46,378.9,0,870.25,16.0,9,42,1249.15,1,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,3,No,0.0,0
29.65,San Diego,92126,32.886925,-117.152162,76,0.0,0,291.4,20.0,10,0,401.4,0,Month-to-Month,Bank Withdrawal,2,110,No Offer,Cable,1,Yes,0.0,1
19.95,Stratford,93266,36.175255,-119.813805,62,17.61,0,19.95,0.0,1,17,37.56,0,Month-to-Month,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,1
19.95,Fairfield,94533,38.287136,-122.02711,55,139.44,0,59.25,0.0,4,34,198.69,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
94.75,Los Angeles,90002,33.949255,-118.246978,68,1784.48,0,3653.0,13.0,38,46,5391.66,0,Two Year,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,No,45.82,0
75.1,San Francisco,94134,37.721052,-122.413573,44,608.32,0,1212.85,25.0,16,38,1821.17,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,No,0.0,0
19.95,Hacienda Heights,91745,33.998471,-117.973758,32,1026.44,0,1311.75,0.0,67,15,2338.19,0,Two Year,Bank Withdrawal,0,0,Offer A,No Internet,0,No,0.0,0
19.7,Piru,93040,34.432843,-118.730106,49,317.4,0,406.95,0.0,20,15,724.35,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
74.35,Olivehurst,95961,39.082568,-121.55325,23,1153.92,2,4759.55,42.0,64,18,5913.47,0,Two Year,Mailed Check,7,0,No Offer,Cable,4,Yes,0.0,0
92.9,Helendale,92342,34.757783,-117.33997,35,765.52,1,2768.35,16.0,28,27,3533.87,0,One Year,Bank Withdrawal,5,0,No Offer,Fiber Optic,3,No,0.0,0
95.15,Long Beach,90814,33.771612,-118.143866,35,2451.63,3,6770.85,19.0,71,34,9222.48,1,One Year,Credit Card,6,0,Offer A,Fiber Optic,4,Yes,0.0,0
104.55,San Francisco,94118,37.781304,-122.461522,48,762.51,0,2239.4,27.0,21,36,3001.91,0,One Year,Credit Card,7,0,No Offer,Fiber Optic,3,Yes,0.0,0
94.85,Hamilton City,95951,39.732767,-122.042298,65,113.34,0,335.75,28.0,3,37,449.09,0,Two Year,Bank Withdrawal,5,0,Offer E,Fiber Optic,0,Yes,0.0,0
98.05,Tustin,92782,33.738543,-117.785046,27,1131.19,3,3082.1,59.0,31,36,4213.29,3,One Year,Bank Withdrawal,5,0,Offer C,Fiber Optic,2,No,0.0,0
55.05,Placerville,95667,38.733714,-120.795213,57,1014.17,6,2030.75,10.0,37,27,3044.92,0,Month-to-Month,Mailed Check,3,0,No Offer,DSL,1,Yes,0.0,0
110.2,Danville,94506,37.791481,-121.903253,51,1255.96,1,7467.5,75.0,68,18,8723.46,3,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
85.35,Palm Springs,92264,33.745746,-116.514215,26,800.36,0,2896.6,76.0,34,23,3696.96,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,No,0.0,0
58.5,Bodfish,93205,35.523991,-118.400432,30,0.0,0,539.85,48.0,9,0,539.85,0,Month-to-Month,Mailed Check,7,0,Offer E,Cable,3,No,0.0,1
49.9,San Diego,92114,32.707892,-117.05512,33,1159.48,6,1410.25,30.0,28,41,2569.73,1,Month-to-Month,Credit Card,2,0,Offer C,DSL,0,No,0.0,0
29.65,San Simeon,93452,35.746484,-121.223355,44,0.0,0,90.05,53.0,3,0,90.05,3,Month-to-Month,Mailed Check,2,0,No Offer,DSL,1,No,0.0,0
20.9,Fields Landing,95537,40.726949,-124.217378,32,27.72,3,202.3,0.0,11,2,230.02,1,Two Year,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
75.8,Moreno Valley,92551,33.88274,-117.224878,37,48.62,0,160.75,16.0,2,24,209.37,0,Month-to-Month,Bank Withdrawal,2,0,Offer E,Fiber Optic,1,Yes,0.0,1
