monthly_charge,city,zip_code,longitude,age,latitude,total_long_distance_charges,tenure_in_months,total_revenue,number_of_referrals,total_charges,avg_monthly_long_distance_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,offer,engagement_score,paperless_billing,num_addon_services,gender,married,internet_type,customer_status
79.1,Yountville,94599,-122.365048,22,38.421458,349.14,23,2132.89,0,1783.75,15,46.0,Month-to-Month,0,Credit Card,No Offer,3,Yes,2,Female,No,Fiber Optic,0
73.9,Temecula,92591,-117.10909,33,33.540604,1099.56,33,3504.61,3,2405.05,33,4.0,One Year,0,Mailed Check,Offer C,6,Yes,2,Male,Yes,DSL,1
24.9,Mt Baldy,91759,-117.662032,64,34.231318,2358.0,50,3553.25,0,1195.25,47,0.0,Two Year,0,Bank Withdrawal,Offer B,1,No,0,Male,No,No Internet,0
109.65,Samoa,95564,-124.189977,20,40.809636,496.08,72,8386.33,2,7880.25,6,73.0,Two Year,0,Bank Withdrawal,Offer A,8,Yes,3,Male,Yes,Fiber Optic,0
58.2,Laguna Beach,92651,-117.773669,19,33.570023,462.65,19,1507.9,0,1045.25,24,69.0,One Year,0,Bank Withdrawal,No Offer,3,No,1,Female,No,Cable,0
110.5,Temecula,92592,-117.029473,41,33.507255,1997.8,70,9749.85,4,7752.05,28,23.0,Two Year,0,Bank Withdrawal,No Offer,8,Yes,3,Female,Yes,Fiber Optic,0
79.35,Banning,92220,-116.849577,48,33.936298,422.18,22,2152.53,0,1730.35,19,17.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Male,No,Fiber Optic,1
93.35,Valencia,91355,-118.644609,45,34.43987,1226.02,59,6576.45,1,5386.5,20,26.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,No,2,Female,Yes,Fiber Optic,0
79.45,Chico,95928,-121.83721,37,39.681488,208.01,31,2795.71,0,2587.7,6,3.0,One Year,0,Mailed Check,No Offer,7,Yes,2,Male,No,DSL,1
55.25,Los Angeles,90071,-118.255178,28,34.052917,1141.15,29,2761.35,0,1620.2,39,69.0,One Year,0,Bank Withdrawal,No Offer,3,Yes,1,Female,No,DSL,0
49.9,Calipatria,92233,-115.497485,63,33.143826,139.71,3,269.81,0,130.1,46,16.0,Month-to-Month,0,Credit Card,No Offer,2,Yes,1,Male,No,Cable,1
104.05,Hood,95639,-121.507935,50,38.375325,173.88,69,7435.88,0,7262.0,2,24.0,One Year,0,Bank Withdrawal,No Offer,7,Yes,3,Male,No,Fiber Optic,1
109.25,Zenia,95595,-123.417298,32,40.170357,2114.38,71,9822.08,7,7707.7,29,22.0,Two Year,0,Bank Withdrawal,No Offer,8,No,3,Female,Yes,Fiber Optic,0
78.9,Los Angeles,90025,-118.446333,37,34.046174,1285.57,29,3669.72,0,2384.15,44,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,1
54.45,Point Arena,95468,-123.609588,73,38.911299,0.0,53,2834.39,0,2854.55,0,25.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,2,Male,No,DSL,1
29.95,Glendale,91202,-118.267539,54,34.167926,0.0,1,29.95,0,29.95,0,27.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,No,1,Female,No,DSL,1
90.2,Camarillo,93012,-118.993111,63,34.205504,993.8,20,2770.35,1,1776.55,49,10.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,0,Male,Yes,Fiber Optic,1
19.7,Oceanside,92056,-117.29032,57,33.194742,493.68,11,709.88,0,216.2,44,0.0,Month-to-Month,1,Credit Card,Offer D,0,No,0,Female,No,No Internet,0
59.6,Los Angeles,90026,-118.263804,42,34.078991,259.21,49,3229.51,3,2970.3,5,30.0,Month-to-Month,2,Credit Card,Offer B,4,No,3,Male,Yes,Cable,0
94.8,Markleeville,96120,-119.85798,58,38.735789,1778.7,49,6539.35,8,4690.65,36,9.0,Two Year,0,Bank Withdrawal,Offer B,5,Yes,1,Male,Yes,Fiber Optic,0
19.35,Ontario,91762,-117.667677,51,34.057256,1571.17,59,2656.55,0,1099.6,26,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,1
100.85,Yuba City,95993,-121.70606,56,39.075694,26.16,8,845.71,0,819.55,3,6.0,Month-to-Month,0,Bank Withdrawal,Offer E,6,No,1,Male,No,Fiber Optic,1
95.15,Riverbank,95367,-120.954271,67,37.734971,39.82,11,1037.47,0,997.65,3,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,0,Female,No,Fiber Optic,1
80.5,Somis,93066,-119.014627,42,34.297628,126.5,11,1023.4,3,896.9,11,27.0,Month-to-Month,0,Bank Withdrawal,Offer D,3,Yes,1,Male,Yes,Fiber Optic,1
85.25,El Monte,91731,-118.046695,49,34.079934,27.2,20,1761.7,0,1734.5,1,25.0,Month-to-Month,0,Bank Withdrawal,Offer D,3,Yes,0,Male,No,Fiber Optic,1
72.15,Rialto,92377,-117.404686,49,34.156758,337.5,10,1211.75,0,794.25,33,11.0,Month-to-Month,0,Credit Card,No Offer,5,Yes,0,Male,No,DSL,1
69.35,Sacramento,95864,-121.376263,39,38.585826,2426.07,67,7069.33,6,4653.25,36,24.0,One Year,1,Credit Card,No Offer,6,Yes,4,Male,Yes,DSL,0
110.0,Oakland,94607,-122.297401,61,37.80707,2152.15,65,9290.8,0,7138.65,33,10.0,One Year,0,Credit Card,No Offer,8,Yes,3,Male,No,Fiber Optic,0
40.15,Escondido,92027,-116.967221,19,33.141265,0.0,3,130.75,0,130.75,0,26.0,Month-to-Month,0,Mailed Check,No Offer,3,Yes,1,Male,No,DSL,1
31.65,Corona,92879,-117.531446,27,33.893823,0.0,13,389.95,0,389.95,0,27.0,Month-to-Month,0,Bank Withdrawal,Offer D,2,Yes,1,Female,No,DSL,0
78.9,Colton,92324,-117.273201,45,34.030915,172.32,48,3943.82,0,3771.5,3,10.0,Two Year,0,Credit Card,No Offer,7,No,3,Male,No,DSL,0
86.4,Fillmore,93015,-118.865111,53,34.408161,479.25,71,6651.25,0,6172.0,6,15.0,Two Year,0,Credit Card,No Offer,4,Yes,2,Male,No,Fiber Optic,0
73.8,Tehama,96090,-122.127576,54,40.021787,16.65,9,770.95,0,704.3,1,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Male,No,Fiber Optic,0
20.55,Madeline,96119,-120.506086,37,41.042003,506.5,50,1576.75,10,1070.25,10,0.0,Two Year,3,Credit Card,No Offer,0,No,0,Female,Yes,No Internet,0
104.3,Ontario,91762,-117.667677,37,34.057256,2786.9,62,9400.55,5,6613.65,44,5.0,One Year,0,Bank Withdrawal,Offer B,7,Yes,3,Female,Yes,Fiber Optic,0
81.15,Van Nuys,91406,-118.490752,26,34.195685,1219.54,31,3765.29,2,2545.75,39,41.0,One Year,0,Mailed Check,No Offer,7,Yes,3,Female,Yes,DSL,0
24.9,Shasta Lake,96019,-122.369876,41,40.692523,0.0,20,505.95,0,505.95,0,21.0,Month-to-Month,0,Credit Card,No Offer,1,No,0,Female,No,DSL,0
19.9,La Canada Flintridge,91011,-118.153729,40,34.234912,2129.34,69,3492.79,3,1363.45,30,0.0,Two Year,0,Credit Card,Offer A,0,No,0,Male,Yes,No Internet,0
25.05,Los Osos,93402,-120.824288,59,35.279984,0.0,34,852.7,0,852.7,0,28.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Male,No,Cable,0
88.4,Laguna Beach,92651,-117.773669,68,33.570023,1083.28,44,4996.18,1,3912.9,24,14.0,One Year,0,Credit Card,No Offer,5,No,1,Male,Yes,Cable,1
74.15,Los Angeles,90043,-118.334081,28,33.988543,292.4,10,1104.2,0,811.8,29,85.0,Month-to-Month,0,Credit Card,Offer D,3,Yes,0,Male,No,Fiber Optic,1
55.45,Granada Hills,91344,-118.505104,30,34.291273,0.0,72,4179.2,5,4179.2,0,47.0,Two Year,0,Credit Card,Offer A,7,Yes,4,Male,Yes,Cable,0
19.85,Fowler,93625,-119.672483,62,36.625792,996.93,53,2046.53,0,1049.6,18,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Female,No,No Internet,0
94.75,Ferndale,95536,-124.301372,80,40.4785,76.0,4,498.4,0,422.4,19,17.0,Two Year,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Fiber Optic,0
41.35,Santa Cruz,95062,-121.991149,32,36.974575,0.0,3,107.25,0,107.25,0,25.0,Month-to-Month,0,Credit Card,No Offer,4,No,3,Male,No,Cable,0
88.8,Escondido,92027,-116.967221,19,33.141265,2500.44,67,8403.59,0,5903.15,37,59.0,One Year,0,Bank Withdrawal,Offer A,9,Yes,4,Male,No,DSL,0
86.45,San Diego,92130,-117.202542,32,32.957195,667.45,35,3696.55,0,3029.1,19,17.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,0,Female,No,Fiber Optic,1
104.1,Angwin,94508,-122.419923,62,38.542448,2286.9,54,7932.7,3,5645.8,42,76.0,Month-to-Month,3,Bank Withdrawal,Offer B,7,Yes,2,Female,Yes,Fiber Optic,0
95.6,Rancho Mirage,92270,-116.429928,29,33.763678,6.67,1,102.27,0,95.6,6,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Female,No,Fiber Optic,1
80.5,San Gabriel,91776,-118.095645,48,34.089927,80.58,3,312.93,0,232.35,26,5.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,0
74.9,Mariposa,95338,-119.99437,26,37.526791,1.84,1,76.74,0,74.9,1,76.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,Yes,0,Male,No,Fiber Optic,1
73.55,Big Creek,93605,-119.2997,72,37.17277,1471.88,31,3566.53,0,2094.65,47,8.0,Two Year,0,Credit Card,No Offer,2,Yes,1,Female,No,Fiber Optic,0
108.3,Sacramento,95825,-121.412455,53,38.590035,1782.9,42,6369.05,1,4586.15,42,11.0,One Year,0,Bank Withdrawal,No Offer,7,Yes,2,Male,Yes,Fiber Optic,0
87.25,Santa Fe Springs,90670,-118.062611,24,33.933565,3413.68,71,9742.38,5,6328.7,48,51.0,Two Year,2,Credit Card,No Offer,8,No,4,Female,Yes,Cable,0
96.0,Glendale,91206,-118.203869,44,34.162515,594.24,24,2716.69,0,2122.45,24,2.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Fiber Optic,1
63.15,San Jose,95122,-121.834567,40,37.32886,509.6,13,1326.4,3,816.8,39,25.0,Month-to-Month,3,Credit Card,No Offer,5,Yes,2,Female,Yes,Cable,0
24.8,Pomona,91766,-117.756106,60,34.042286,0.0,1,24.8,0,24.8,0,29.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,No,0,Male,No,Cable,1
68.15,Merced,95340,-120.493537,61,37.255637,805.22,38,3461.52,0,2656.3,21,24.0,Month-to-Month,0,Credit Card,No Offer,6,No,2,Female,No,DSL,0
19.5,Vacaville,95687,-121.920151,62,38.333133,14.28,4,111.13,8,96.85,3,0.0,Two Year,2,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
89.05,Monterey Park,91755,-118.115022,50,34.049172,3257.88,68,9443.68,4,6185.8,47,23.0,Two Year,1,Bank Withdrawal,Offer A,9,Yes,4,Female,Yes,DSL,0
25.3,Buellton,93427,-120.238218,52,34.631362,2462.57,61,4017.47,1,1554.9,40,0.0,Two Year,0,Bank Withdrawal,Offer B,1,No,0,Female,Yes,No Internet,0
64.25,Long Beach,90814,-118.143866,38,33.771612,372.96,16,1396.96,9,1024.0,23,27.0,Two Year,0,Credit Card,No Offer,4,No,2,Male,Yes,DSL,0
78.8,Placentia,92870,-117.854783,55,33.881158,28.04,1,106.84,1,78.8,28,30.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,No,0,Female,Yes,Fiber Optic,1
65.65,Long Beach,90815,-118.11662,23,33.797638,2148.66,46,5195.81,3,3047.15,46,41.0,Two Year,0,Credit Card,No Offer,5,No,4,Male,Yes,Cable,0
104.1,Trinity Center,96091,-122.700545,67,41.081847,1211.04,72,8698.74,4,7447.7,16,25.0,Two Year,2,Credit Card,No Offer,6,Yes,3,Male,Yes,Fiber Optic,0
77.85,Dutch Flat,95714,-120.83679,48,39.197215,171.2,4,480.4,0,299.2,42,28.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,No,0,Male,No,Fiber Optic,1
19.95,Fair Oaks,95628,-121.25441,31,38.652065,120.8,5,227.85,0,107.05,24,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
106.15,Gualala,95445,-123.50608,48,38.848082,598.8,60,7010.05,5,6411.25,9,22.0,Month-to-Month,0,Bank Withdrawal,Offer B,7,Yes,2,Female,Yes,Fiber Optic,0
70.1,Modesto,95358,-121.108568,42,37.612612,220.3,10,845.26,1,659.65,22,19.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Male,Yes,Fiber Optic,1
20.2,Inglewood,90304,-118.359824,19,33.936827,41.1,1,61.3,0,20.2,41,0.0,Month-to-Month,0,Credit Card,Offer E,0,No,0,Male,No,No Internet,0
99.1,Gustine,95322,-121.120161,77,37.147198,356.07,39,4234.02,6,3877.95,9,18.0,One Year,0,Mailed Check,No Offer,5,No,2,Female,Yes,Fiber Optic,0
73.0,Bethel Island,94511,-121.646924,23,38.050558,1657.44,72,6922.64,0,5265.2,23,69.0,Two Year,0,Credit Card,Offer A,7,Yes,4,Female,No,Cable,0
107.95,San Diego,92126,-117.152162,38,32.886925,316.05,49,5609.25,1,5293.2,6,10.0,Two Year,0,Bank Withdrawal,No Offer,8,Yes,3,Female,Yes,Fiber Optic,1
56.15,Los Angeles,90011,-118.258681,48,34.00709,493.52,62,3981.47,0,3487.95,7,8.0,One Year,0,Bank Withdrawal,Offer B,3,No,2,Male,No,DSL,0
73.6,San Diego,92122,-117.209774,21,32.85723,6.19,1,79.79,0,73.6,6,52.0,Month-to-Month,0,Credit Card,No Offer,3,Yes,1,Female,No,Fiber Optic,1
97.65,Bridgeville,95526,-123.525626,35,40.372532,1473.22,34,4680.77,1,3207.55,43,16.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,0,Female,Yes,Fiber Optic,1
20.7,Little River,95456,-123.77214,27,39.245911,115.23,3,172.73,0,57.5,38,0.0,Month-to-Month,0,Credit Card,Offer E,0,No,0,Male,No,No Internet,0
107.4,Solana Beach,92075,-117.263628,20,33.001813,249.12,48,5370.42,0,5121.3,5,47.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,2,Female,No,Fiber Optic,1
55.55,Adin,96006,-120.913161,70,41.171578,0.0,43,2342.2,1,2342.2,0,21.0,Month-to-Month,0,Credit Card,Offer B,5,No,2,Female,Yes,DSL,1
79.05,San Mateo,94402,-122.317723,51,37.556634,118.44,6,552.94,0,434.5,19,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Female,No,Fiber Optic,1
55.3,San Jacinto,92583,-116.924723,33,33.796568,84.12,4,322.62,0,238.5,21,3.0,Month-to-Month,0,Credit Card,No Offer,3,Yes,0,Male,No,DSL,0
61.05,Ben Lomond,95005,-122.090386,31,37.078873,0.0,25,1540.2,0,1540.2,0,9.0,One Year,0,Bank Withdrawal,No Offer,7,No,3,Female,No,DSL,0
102.8,Fair Oaks,95628,-121.25441,75,38.652065,912.5,25,3572.7,0,2660.2,36,30.0,Month-to-Month,0,Credit Card,No Offer,6,Yes,2,Female,No,Fiber Optic,1
24.95,Fontana,92337,-117.468896,56,34.049671,2261.85,51,3549.85,0,1288.0,44,0.0,Two Year,0,Bank Withdrawal,Offer B,1,No,0,Female,No,No Internet,0
83.8,Compton,90222,-118.236773,76,33.912246,65.96,2,229.66,0,163.7,32,14.0,Two Year,0,Bank Withdrawal,No Offer,3,Yes,1,Female,No,Fiber Optic,0
104.55,Glendale,91208,-118.238508,44,34.195386,1081.74,66,7860.79,0,6779.05,16,26.0,One Year,0,Bank Withdrawal,Offer A,7,Yes,4,Female,No,Fiber Optic,0
89.4,Valyermo,93563,-117.734568,45,34.39583,198.0,72,6574.55,7,6376.55,2,19.0,Two Year,2,Credit Card,No Offer,9,Yes,4,Male,Yes,DSL,0
45.15,San Diego,92108,-117.142454,38,32.774046,140.58,9,557.03,0,416.45,15,2.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,No,0,Female,No,DSL,1
89.4,Sierra City,96125,-120.636358,54,39.600599,326.23,17,1865.68,1,1539.45,19,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,2,Male,Yes,Fiber Optic,1
55.65,Gardena,90248,-118.284077,50,33.876482,93.38,46,2782.23,0,2688.85,2,7.0,One Year,0,Credit Card,Offer B,3,No,0,Female,No,Cable,0
68.5,San Francisco,94127,-122.45732,39,37.736535,30.62,1,99.12,1,68.5,30,11.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,Yes,0,Male,Yes,Fiber Optic,1
79.5,Downieville,95936,-120.780786,20,39.578792,93.28,11,888.93,0,795.65,8,52.0,Month-to-Month,0,Bank Withdrawal,Offer D,3,Yes,2,Male,No,Fiber Optic,0
83.25,Huntington Beach,92648,-118.016195,33,33.679659,2057.34,51,6146.79,1,4089.45,40,9.0,Two Year,0,Credit Card,Offer B,8,Yes,4,Male,Yes,DSL,0
81.0,Perris,92570,-117.320676,49,33.787298,825.84,62,5811.74,6,4985.9,13,22.0,Two Year,0,Mailed Check,Offer B,7,No,3,Female,Yes,Cable,0
20.75,Yountville,94599,-122.365048,69,38.421458,1054.09,23,1501.65,2,485.2,45,0.0,One Year,0,Bank Withdrawal,No Offer,0,Yes,0,Male,Yes,No Internet,0
82.85,Carson,90745,-118.26411,30,33.822295,451.64,28,2772.44,4,2320.8,16,69.0,One Year,1,Bank Withdrawal,Offer C,4,Yes,1,Female,Yes,Fiber Optic,0
74.75,Lebec,93243,-118.885163,39,34.845861,105.54,3,335.04,1,229.5,35,13.0,Month-to-Month,0,Credit Card,Offer E,2,Yes,0,Female,Yes,Fiber Optic,1
19.25,Boron,93516,-117.73045,43,34.95703,765.6,48,1620.7,5,855.1,15,0.0,Two Year,0,Credit Card,Offer B,0,No,0,Male,Yes,No Internet,0
105.95,Pinole,94564,-122.293716,68,37.996462,1831.5,66,8806.75,1,6975.25,27,11.0,One Year,0,Credit Card,No Offer,6,Yes,2,Female,Yes,Fiber Optic,1
78.6,South San Francisco,94080,-122.426468,63,37.654436,514.32,24,2360.97,8,1846.65,21,56.0,Two Year,3,Credit Card,Offer C,7,No,2,Female,Yes,DSL,0
69.6,Maxwell,95955,-122.226568,54,39.281194,261.44,19,1655.99,0,1394.55,13,4.0,Month-to-Month,0,Mailed Check,Offer D,5,No,0,Male,No,DSL,0
85.4,Rosemead,91770,-118.082791,51,34.065108,211.45,5,567.18,1,401.1,42,16.0,Month-to-Month,0,Bank Withdrawal,Offer E,4,Yes,2,Male,Yes,Fiber Optic,1
53.7,Geyserville,95441,-123.064272,49,38.731771,0.0,10,498.03,2,521.0,0,24.0,Two Year,2,Credit Card,Offer D,7,No,4,Male,Yes,Cable,0
82.75,Los Angeles,90068,-118.328915,21,34.137411,148.7,5,566.45,0,417.75,29,42.0,Month-to-Month,0,Bank Withdrawal,Offer E,4,Yes,2,Female,No,Fiber Optic,0
92.7,Oro Grande,92368,-117.296957,71,34.647959,1764.1,65,7732.5,3,5968.4,27,26.0,Two Year,0,Credit Card,Offer B,5,Yes,2,Male,Yes,Fiber Optic,0
84.1,Los Angeles,90023,-118.200577,72,34.017697,3412.8,72,9542.45,5,6129.65,47,28.0,Two Year,0,Credit Card,No Offer,8,Yes,3,Female,Yes,DSL,0
79.7,Moreno Valley,92557,-117.255039,31,33.970661,202.44,7,788.49,0,586.05,28,16.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,1
87.25,San Diego,92129,-117.134917,29,32.961064,201.6,45,4143.3,0,3941.7,4,51.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,2,Female,No,Cable,1
68.95,Echo Lake,95721,-120.076204,47,38.851842,311.76,9,905.61,2,593.85,34,7.0,Month-to-Month,0,Mailed Check,Offer E,5,Yes,3,Male,Yes,DSL,0
80.7,San Diego,92121,-117.202937,50,32.898613,287.7,70,5905.65,6,5617.95,4,16.0,Two Year,2,Bank Withdrawal,Offer A,7,No,4,Female,Yes,Cable,0
64.5,Carson,90746,-118.252272,52,33.859171,836.4,30,2766.35,0,1929.95,27,6.0,One Year,0,Credit Card,Offer C,4,No,2,Male,No,Cable,0
114.7,Richmond,94805,-122.320968,61,37.941456,2216.12,68,10065.97,5,7849.85,32,24.0,Two Year,1,Bank Withdrawal,Offer A,9,Yes,4,Male,Yes,Fiber Optic,0
20.95,Santa Monica,90401,-118.493231,23,34.015481,985.49,31,1668.74,0,683.25,31,0.0,One Year,0,Mailed Check,No Offer,0,No,0,Female,No,No Internet,0
25.0,San Diego,92128,-117.072093,20,33.000269,0.0,31,766.8,0,789.2,0,51.0,Month-to-Month,3,Credit Card,Offer C,1,No,0,Male,No,Cable,0
69.35,Carlsbad,92008,-117.306043,57,33.148116,22.03,1,91.38,0,69.35,22,26.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Male,No,Fiber Optic,1
80.8,San Diego,92121,-117.202937,34,32.898613,41.77,1,122.57,0,80.8,41,15.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,0,Male,No,Fiber Optic,1
80.7,Albion,95410,-123.717354,72,39.225694,181.35,5,556.15,0,374.8,36,17.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,No,2,Female,No,Fiber Optic,0
54.95,Napa,94559,-122.324944,20,38.232389,1476.3,35,3392.3,5,1916.0,42,59.0,One Year,0,Bank Withdrawal,No Offer,3,Yes,2,Female,Yes,Cable,0
87.95,Corte Madera,94925,-122.511694,46,37.924014,643.26,71,7008.61,7,6365.35,9,30.0,Two Year,0,Bank Withdrawal,No Offer,9,No,4,Female,Yes,DSL,0
100.5,Lemon Cove,93244,-118.997291,61,36.462671,2591.5,71,9622.15,5,7030.65,36,19.0,Two Year,2,Bank Withdrawal,Offer A,6,No,3,Female,Yes,Fiber Optic,0
69.85,Palo Alto,94301,-122.149996,67,37.444314,640.11,57,4643.11,0,4003.0,11,30.0,Two Year,0,Bank Withdrawal,Offer B,5,No,3,Female,No,DSL,0
25.25,Fillmore,93015,-118.865111,55,34.408161,0.0,8,186.3,0,186.3,0,16.0,Month-to-Month,0,Credit Card,No Offer,1,Yes,0,Male,No,Cable,0
106.6,Plymouth,95669,-120.891614,19,38.489273,1255.58,67,8500.28,0,7244.7,18,59.0,One Year,2,Bank Withdrawal,Offer A,7,Yes,2,Female,No,Fiber Optic,0
99.35,Los Angeles,90028,-118.326843,61,34.099869,1473.45,47,6222.6,1,4749.15,31,16.0,Month-to-Month,1,Bank Withdrawal,No Offer,6,Yes,1,Male,Yes,Fiber Optic,1
-3.0,Van Nuys,91401,-118.431791,32,34.178483,44.69,1,64.89,8,20.2,44,0.0,One Year,0,Bank Withdrawal,No Offer,0,Yes,0,Male,Yes,No Internet,0
20.15,Arroyo Grande,93420,-120.483243,35,35.176236,183.36,4,274.76,5,91.4,45,0.0,Month-to-Month,0,Bank Withdrawal,No Offer,0,No,0,Female,Yes,No Internet,0
84.9,San Diego,92126,-117.152162,22,32.886925,146.56,16,1544.81,5,1398.25,9,59.0,Month-to-Month,2,Bank Withdrawal,Offer D,8,No,3,Male,Yes,DSL,0
86.0,Sherman Oaks,91423,-118.432138,61,34.146957,86.94,2,252.39,0,165.45,43,30.0,Month-to-Month,0,Bank Withdrawal,Offer E,4,Yes,0,Male,No,Fiber Optic,1
54.25,Myers Flat,95554,-123.805913,47,40.267158,895.39,23,2116.94,6,1221.55,38,4.0,Month-to-Month,0,Bank Withdrawal,Offer D,3,No,2,Female,Yes,Cable,0
20.5,Wishon,93669,-119.548156,57,37.287758,552.72,12,808.22,6,255.5,46,0.0,Month-to-Month,1,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
76.5,Benton,93512,-118.231443,63,37.653947,596.55,15,1752.15,5,1155.6,39,18.0,Month-to-Month,1,Bank Withdrawal,No Offer,7,No,3,Female,Yes,DSL,0
70.5,Stirling City,95978,-121.527823,47,39.904002,1422.4,32,3624.15,7,2201.75,44,6.0,One Year,0,Credit Card,No Offer,6,No,3,Male,Yes,DSL,0
19.9,Mokelumne Hill,95245,-120.592431,41,38.304194,179.25,25,690.05,0,510.8,7,0.0,One Year,0,Credit Card,Offer C,0,No,0,Male,No,No Internet,0
19.45,Anaheim,92805,-117.906099,26,33.830209,1162.8,36,1917.3,2,754.5,32,0.0,Two Year,2,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
85.3,Cardiff By The Sea,92007,-117.272254,46,33.015866,2601.36,72,8730.56,0,6129.2,36,21.0,Two Year,1,Bank Withdrawal,No Offer,8,No,4,Female,Yes,Cable,0
112.2,San Francisco,94117,-122.445121,57,37.770533,1292.4,45,6324.25,0,5031.85,28,3.0,One Year,0,Credit Card,No Offer,8,No,4,Male,No,Fiber Optic,0
100.55,Clayton,94517,-121.848111,33,37.881842,309.43,29,3188.18,0,2878.75,10,12.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,No,1,Female,No,Fiber Optic,0
36.1,Palo Alto,94306,-122.131337,61,37.416159,0.0,56,2031.5,1,1971.5,0,28.0,One Year,1,Credit Card,No Offer,3,Yes,2,Male,Yes,DSL,0
90.6,San Diego,92129,-117.134917,31,32.961064,2060.25,67,8116.4,1,6056.15,30,5.0,One Year,0,Credit Card,Offer A,5,Yes,2,Male,Yes,Fiber Optic,1
51.3,Monrovia,91016,-118.000482,47,34.1528,82.88,8,479.46,7,411.6,10,20.0,Month-to-Month,1,Credit Card,No Offer,2,Yes,1,Male,Yes,DSL,0
24.55,Linden,95236,-121.030499,20,38.047746,397.12,68,2054.52,0,1657.4,5,0.0,Two Year,0,Credit Card,No Offer,1,No,0,Male,No,No Internet,0
26.0,Old Station,96071,-121.428965,51,40.656287,175.46,62,1814.16,0,1638.7,2,0.0,Two Year,3,Bank Withdrawal,Offer B,1,No,0,Female,No,No Internet,0
90.7,California City,93505,-117.927597,67,35.151491,1372.06,31,4207.56,1,2835.5,44,22.0,One Year,0,Bank Withdrawal,No Offer,4,Yes,1,Female,Yes,Fiber Optic,0
20.65,Strathmore,93267,-119.129075,33,36.141319,194.04,6,303.34,0,109.3,32,0.0,Month-to-Month,0,Credit Card,Offer E,0,No,0,Male,No,No Internet,0
80.0,Oak Park,91377,-118.776874,24,34.19225,319.36,8,943.96,0,624.6,39,73.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,0
105.0,Moraga,94556,-122.107185,68,37.827946,106.29,3,400.74,0,294.45,35,18.0,Month-to-Month,0,Bank Withdrawal,Offer E,6,Yes,2,Male,No,Fiber Optic,1
50.7,La Mirada,90638,-118.008961,20,33.902045,179.48,7,529.83,1,350.35,25,71.0,Month-to-Month,2,Credit Card,No Offer,2,No,1,Female,Yes,DSL,0
101.35,Lakewood,90715,-118.078097,56,33.841027,762.96,68,7873.71,0,7110.75,11,7.0,One Year,0,Bank Withdrawal,No Offer,6,No,3,Male,No,Fiber Optic,0
94.7,Lakewood,90712,-118.148403,78,33.840524,67.9,7,741.0,0,673.1,9,17.0,Month-to-Month,0,Credit Card,No Offer,6,Yes,2,Male,Yes,Fiber Optic,1
59.45,El Monte,91732,-118.01462,29,34.074492,596.96,14,1377.81,4,780.85,42,69.0,Month-to-Month,2,Bank Withdrawal,Offer D,4,No,3,Female,Yes,DSL,0
